DOB,sex_assigned_at_birth,local_authority,distance_km,purpose,club_member,can_swim_25m,swimming_lesson_history,school_swim_provision,open_water_confidence,water_safety_knowledge,barriers,cost_per_session_gbp,visits_Jan,visits_Feb,visits_Mar,visits_Apr,visits_May,visits_Jun,visits_Jul,visits_Aug,visits_Sep,visits_Oct,visits_Nov,visits_Dec
16/05/1984,Female,Gwynedd,12.7,Leisure,FALSE,TRUE,School-only lessons,N/A,3,3,Cost,4.53,1,2,3,3,5,2,2,5,1,1,3,3
16/06/2021,Male,Pembrokeshire,13.5,Fitness,FALSE,TRUE,Attended as a child,Termly,3,5,Cost,5.49,3,2,2,6,3,7,6,5,5,4,3,5
30/03/2020,Male,Pembrokeshire,5,Fitness,FALSE,TRUE,Attended as a child,Termly,3,3,Cost,2.58,0,3,3,5,6,2,1,2,4,3,2,4
19/12/1967,Female,Bridgend,6.5,Fitness,FALSE,TRUE,Attended as a child,N/A,3,4,None,5.31,4,1,5,4,6,3,1,1,2,6,2,2
30/05/1964,Female,Wrexham,20.6,Leisure,TRUE,TRUE,Attended as a child,N/A,4,3,Transport,2.63,3,3,1,2,4,7,4,5,8,1,4,0
27/08/2021,Female,Wrexham,9.2,Fitness,FALSE,TRUE,Never attended lessons,No provision,3,5,Transport,3.78,2,2,3,2,3,5,2,5,3,1,6,2
25/07/2021,Female,Torfaen,15.6,Leisure,FALSE,FALSE,Never attended lessons,No provision,2,3,None,3.39,0,2,6,2,2,5,4,6,3,1,1,4
23/11/1969,Female,Torfaen,9.8,Leisure,FALSE,TRUE,Attended as a child,N/A,2,5,Transport,5.1,2,1,5,2,4,4,5,5,3,0,4,1
15/06/2022,Female,Monmouthshire,14.4,Fitness,FALSE,TRUE,Private lessons,Weekly,1,5,Cost,4.01,3,1,4,2,2,4,3,5,4,2,1,2
15/02/2004,Female,Conwy,14,Fitness,FALSE,TRUE,Attended as a child,N/A,1,2,Transport,5.16,1,2,3,5,5,4,-6,5,2,1,2,1
30/04/2021,Male,Merthyr Tydfil,14.5,Competitive training,TRUE,TRUE,School-only lessons,Weekly,4,4,Cost,5.48,2,2,2,6,6,4,5,5,4,0,3,3
27/03/1970,Male,Merthyr Tydfil,17.3,Social,FALSE,TRUE,Attended as a child,N/A,3,2,Cost,2.18,3,2,4,5,3,4,5,5,1,3,3,1
05/07/1979,Male,Neath Port Talbot,16.9,Fitness,FALSE,TRUE,Attended as a child,N/A,3,5,Cost,5.27,3,0,3,4,2,10,3,5,5,2,6,3
19/02/1991,Prefer not to say,Rhondda Cynon Taf,12.1,Fitness,FALSE,FALSE,Private lessons,N/A,3,3,Confidence,2.76,2,6,1,3,5,7,6,4,5,2,2,1
24/11/1953,Female,Cardiff,4.7,Water confidence,FALSE,FALSE,Never attended lessons,N/A,4,1,Cost,4.77,0,2,2,3,2,2,7,4,2,2,3,1
19/08/1991,Male,Bridgend,7.5,Fitness,FALSE,TRUE,Attended as a child,N/A,3,3,Transport,5.5,2,1,1,9,5,4,3,4,3,6,1,2
04/01/1955,Female,Anglesey,13.8,Water confidence,FALSE,TRUE,Private lessons,N/A,4,4,None,5.76,1,0,5,2,2,5,2,6,4,2,2,1
15/02/1968,Female,Merthyr Tydfil,12.4,Fitness,FALSE,TRUE,School-only lessons,N/A,3,5,Transport,5.64,3,1,1,3,4,5,6,7,5,4,3,3
26/07/1948,Male,Conwy,,Social,FALSE,TRUE,School-only lessons,N/A,5,5,None,4.43,1,1,3,0,3,7,10,5,2,2,1,3
08/06/1967,Female,Cardiff,1.4,Fitness,TRUE,TRUE,Attended as a child,N/A,3,5,Confidence,4.56,2,4,3,3,2,9,10,7,2,4,6,2
03/05/2006,Female,Denbighshire,12.5,Social,FALSE,TRUE,School-only lessons,N/A,2,4,Transport,2.37,1,2,2,2,1,9,5,6,0,2,2,3
01/03/1985,Male,Denbighshire,4.9,Fitness,FALSE,TRUE,Attended as a child,N/A,3,2,Time,5.11,2,1,1,4,4,4,9,10,0,1,1,0
24/04/1999,Female,Caerphilly,9.8,Leisure,FALSE,TRUE,Never attended lessons,N/A,3,5,Cost,3.87,3,1,5,2,1,7,6,4,2,1,2,2
25/01/1954,Male,Merthyr Tydfil,14.1,Fitness,FALSE,TRUE,School-only lessons,N/A,2,2,Cost,5.79,1,4,5,5,6,1,4,7,4,3,5,2
15/01/1953,Female,Blaenau Gwent,12,Fitness,FALSE,TRUE,Attended as a child,N/A,3,5,Time,4.39,0,3,1,4,4,8,3,4,4,4,1,4
25/11/2012,Female,Swansea,2,Competitive training,FALSE,TRUE,Private lessons,Termly,3,3,Confidence,4.99,3,2,2,5,2,4,6,3,1,1,2,3
30/05/2007,Female,Torfaen,6.7,Leisure,TRUE,TRUE,Attended as a child,N/A,1,2,Time,3.46,1,1,2,0,5,1,7,9,5,6,1,2
26/04/1950,Male,Conwy,4.3,Social,FALSE,TRUE,Attended as a child,N/A,5,5,None,0.32,1,1,2,6,3,2,1,0,1,1,2,1
11/03/1964,Female,Ceredigion,5,Leisure,FALSE,TRUE,Currently attending,N/A,3,5,Transport,3.45,1,4,2,5,7,7,2,6,2,3,4,3
17/05/1953,Female,Vale of Glamorgan,10.4,Social,FALSE,TRUE,Attended as a child,N/A,4,5,Confidence,5.77,0,0,3,4,5,3,6,4,6,2,0,2
04/03/2020,Male,Anglesey,9.3,Leisure,FALSE,TRUE,School-only lessons,Irregular,3,3,Confidence,5.39,1,1,1,3,3,3,7,5,1,3,1,2
26/04/2003,Female,Vale of Glamorgan,4.1,Water confidence,FALSE,TRUE,Never attended lessons,N/A,3,3,None,4.21,3,3,0,4,5,5,2,4,5,1,2,2
24/02/1964,Male,Gwynedd,1.7,Water confidence,FALSE,TRUE,Attended as a child,N/A,3,4,None,3.6,1,2,7,3,3,3,3,2,5,1,2,1
23/08/1987,Female,Denbighshire,3.5,Fitness,FALSE,TRUE,Attended as a child,N/A,3,4,None,0.35,0,0,0,3,6,3,8,6,2,2,3,3
13/09/2004,Male,Blaenau Gwent,19.2,Social,FALSE,TRUE,Attended as a child,N/A,5,5,Transport,5.06,2,0,1,3,5,6,5,6,2,2,2,1
20/11/1956,Male,Wrexham,11.7,Competitive training,TRUE,TRUE,Attended as a child,N/A,2,3,Time,0,3,4,2,2,6,6,4,1,5,3,6,3
09/02/2004,Male,Anglesey,15.7,Fitness,TRUE,TRUE,Currently attending,N/A,4,5,Transport,6.7,0,2,11,7,8,6,5,6,7,6,4,5
06/08/2003,Female,Merthyr Tydfil,17.2,Leisure,FALSE,TRUE,School-only lessons,N/A,5,4,Cost,3.47,3,1,3,4,3,3,2,5,0,2,3,2
18/01/1952,Male,Ceredigion,9.5,Fitness,FALSE,TRUE,School-only lessons,N/A,3,5,None,4.03,1,0,0,1,3,1,6,6,2,1,1,1
16/01/1971,Female,Blaenau Gwent,,Competitive training,TRUE,TRUE,Private lessons,N/A,5,4,Cost,7.54,0,2,2,2,2,3,2,6,0,1,2,4
03/08/1990,Male,Monmouthshire,3.9,Fitness,FALSE,TRUE,School-only lessons,N/A,3,4,None,0.8,4,0,10,1,1,7,6,6,4,4,2,3
20/02/1983,Male,Anglesey,12.5,Fitness,FALSE,TRUE,Attended as a child,N/A,5,5,Cost,5.53,2,0,3,7,3,1,6,3,6,1,4,1
11/01/1984,Female,Flintshire,5.3,Leisure,FALSE,TRUE,Private lessons,N/A,4,4,None,4.34,2,1,2,3,4,4,6,7,6,0,1,2
24/09/2022,Female,Rhondda Cynon Taf,17.3,Leisure,FALSE,TRUE,Attended as a child,Weekly,1,5,Transport,4.07,0,3,2,3,3,4,5,3,6,1,1,1
27/04/2012,Male,Wrexham,2.7,Social,FALSE,TRUE,Attended as a child,No provision,5,5,Transport,4.15,3,2,2,4,2,3,5,7,4,4,0,1
01/09/1966,Female,Ceredigion,14,Water confidence,FALSE,TRUE,Attended as a child,N/A,3,4,Cost,5.4,4,1,2,3,4,5,3,3,5,6,3,3
08/12/1973,Female,Bridgend,2.2,Leisure,FALSE,TRUE,Attended as a child,N/A,3,4,Confidence,5.56,0,1,1,4,4,2,4,4,1,2,2,1
01/10/2000,Female,Rhondda Cynon Taf,17.7,Fitness,FALSE,TRUE,Attended as a child,N/A,3,2,Transport,0.16,2,2,2,3,2,2,6,3,6,2,1,1
19/09/1992,Male,Conwy,5.8,Rehabilitation,FALSE,TRUE,School-only lessons,N/A,2,2,Time,6.83,2,2,4,1,2,7,4,3,1,1,2,2
30/03/1981,Male,Blaenau Gwent,14.3,Leisure,FALSE,TRUE,Attended as a child,N/A,3,3,Cost,92.48,1,0,1,2,5,5,4,4,1,4,2,1
08/01/2016,Female,Neath Port Talbot,9,Leisure,FALSE,TRUE,Never attended lessons,Irregular,4,3,Cost,3.98,0,0,4,3,2,6,5,7,2,1,1,4
24/08/2007,Male,Rhondda Cynon Taf,9.6,Fitness,FALSE,TRUE,Attended as a child,N/A,1,3,Cost,4.25,2,4,5,1,5,5,3,11,1,4,2,1
12/10/1963,Female,Swansea,11.8,Leisure,FALSE,TRUE,Never attended lessons,N/A,2,4,Transport,0.38,1,5,2,4,1,4,3,6,1,4,4,2
09/02/2021,Female,Carmarthenshire,17.1,Fitness,TRUE,TRUE,Never attended lessons,No provision,1,4,None,2.48,3,3,4,6,4,4,5,3,2,2,8,5
19/07/2022,Female,Torfaen,3.9,Competitive training,TRUE,TRUE,Attended as a child,No provision,3,4,None,7.57,2,2,4,3,2,2,6,6,6,4,5,4
23/02/1975,Female,Denbighshire,16.6,Leisure,FALSE,TRUE,Attended as a child,N/A,4,3,Cost,4.35,1,4,2,3,5,2,3,2,7,1,3,2
29/09/2011,Prefer not to say,Neath Port Talbot,11.2,Social,FALSE,TRUE,Attended as a child,Irregular,4,2,Confidence,2.9,0,3,2,2,3,4,3,10,5,2,1,2
21/03/1954,Male,Gwynedd,14.6,Leisure,TRUE,TRUE,Private lessons,N/A,5,4,Time,2.51,2,1,1,3,4,4,2,3,6,4,3,0
05/09/1386,Female,Newport,7.2,Fitness,FALSE,TRUE,Currently attending,N/A,3,4,Transport,6.3,3,1,4,3,5,1,4,4,1,2,1,1
24/01/1991,Male,Blaenau Gwent,11.3,Social,FALSE,TRUE,Attended as a child,N/A,2,4,Transport,5.8,1,2,2,3,3,4,6,4,3,1,0,2
06/09/2014,Male,Flintshire,15.7,Leisure,FALSE,TRUE,Attended as a child,Termly,5,4,Confidence,4.47,1,2,1,3,3,4,6,6,4,3,2,2
07/10/2004,Female,Ceredigion,7.8,Fitness,FALSE,TRUE,Attended as a child,N/A,4,5,Cost,0,2,1,4,4,4,5,5,3,5,1,2,2
15/11/1975,Female,Powys,10.6,Leisure,FALSE,TRUE,Private lessons,N/A,3,4,Cost,3.61,0,3,2,2,7,5,2,3,3,2,2,1
21/03/2020,Prefer not to say,Vale of Glamorgan,0.9,Fitness,FALSE,FALSE,Never attended lessons,Weekly,3,3,Cost,2.89,1,1,4,2,6,5,9,9,3,0,2,1
23/01/2003,Female,Conwy,3.3,Competitive training,TRUE,TRUE,Never attended lessons,N/A,5,5,Confidence,2.42,0,1,3,5,3,2,5,5,3,1,1,1
13/10/1999,Male,Caerphilly,14.4,Leisure,FALSE,TRUE,Private lessons,N/A,4,5,Cost,3.8,0,1,1,4,2,5,3,6,5,2,0,0
10/12/1969,Male,Rhondda Cynon Taf,14.4,Rehabilitation,TRUE,TRUE,Attended as a child,N/A,3,4,Cost,3.62,6,1,4,1,6,5,5,9,4,3,200,3
12/04/1990,Female,Blaenau Gwent,12.8,Fitness,TRUE,FALSE,Never attended lessons,N/A,4,3,Transport,3.83,2,4,1,8,6,5,10,10,4,4,2,3
08/09/1999,Male,Blaenau Gwent,5.8,Leisure,FALSE,TRUE,Attended as a child,N/A,1,3,Cost,3.58,1,2,2,3,2,3,4,3,5,3,2,0
17/01/1948,Male,Caerphilly,9.2,Water confidence,FALSE,TRUE,School-only lessons,N/A,3,4,Cost,7.63,0,3,3,2,2,3,5,2,1,4,2,3
02/03/1951,Male,Torfaen,8.6,Competitive training,TRUE,TRUE,School-only lessons,N/A,3,5,None,6.99,3,2,1,2,5,5,7,2,2,5,5,0
30/04/1987,Male,Rhondda Cynon Taf,11.6,Fitness,FALSE,TRUE,Currently attending,N/A,2,4,Cost,5.48,3,2,3,4,3,3,3,7,4,3,2,0
23/02/1985,Male,Ceredigion,15.7,Fitness,FALSE,TRUE,Attended as a child,N/A,1,5,Time,4.18,1,4,4,5,5,7,6,9,1,3,1,2
06/08/1998,Male,Anglesey,14.1,Fitness,FALSE,TRUE,Attended as a child,N/A,2,4,Transport,4.29,4,2,1,1,5,4,7,5,4,4,2,2
23/03/2005,Male,Merthyr Tydfil,4,Leisure,FALSE,TRUE,School-only lessons,N/A,3,5,Time,4.28,0,0,4,1,4,3,3,3,1,3,2,2
17/05/1957,Male,Neath Port Talbot,16.1,Competitive training,TRUE,TRUE,School-only lessons,N/A,4,4,Confidence,5.82,2,2,2,3,5,6,6,3,2,3,0,2
25/02/1969,Prefer not to say,Monmouthshire,8.8,Rehabilitation,FALSE,TRUE,Attended as a child,N/A,5,2,Cost,3.81,0,1,2,6,2,7,7,5,8,1,2,0
10/11/1988,Male,Swansea,13.5,Leisure,FALSE,TRUE,Private lessons,N/A,3,4,None,6.11,1,2,2,4,2,11,9,2,3,5,1,2
30/09/1962,Male,Flintshire,3,Competitive training,TRUE,TRUE,Never attended lessons,N/A,3,4,Confidence,7.23,1,2,1,1,1,3,4,5,3,3,0,1
21/05/1982,Female,Neath Port Talbot,12.2,Leisure,TRUE,TRUE,Attended as a child,N/A,5,2,None,3.84,1,0,5,3,2,5,6,6,4,0,3,0
29/05/1990,Male,Merthyr Tydfil,6.2,Fitness,FALSE,TRUE,Currently attending,N/A,2,5,Transport,5.5,2,4,1,1,6,3,4,1,4,2,2,2
04/02/1955,Female,Wrexham,8.7,Leisure,FALSE,TRUE,Attended as a child,N/A,4,4,None,2.62,1,1,2,4,5,2,6,6,3,3,1,0
21/03/1990,Female,Anglesey,0.8,Water confidence,FALSE,TRUE,School-only lessons,N/A,4,5,Time,4.24,0,0,0,5,4,4,3,6,2,1,6,2
23/05/2009,Male,Flintshire,3.2,Competitive training,TRUE,TRUE,Private lessons,N/A,1,3,None,3.47,2,2,2,2,7,1,2,4,4,2,1,0
29/2/2002,Male,Vale of Glamorgan,2.1,Leisure,FALSE,TRUE,Attended as a child,N/A,4,3,Confidence,4.21,0,3,3,4,4,0,3,4,3,1,1,2
04/05/1975,Female,Flintshire,4.7,Leisure,FALSE,TRUE,School-only lessons,N/A,4,5,Confidence,5.43,0,1,4,2,3,5,5,4,4,4,5,3
18/12/2003,Female,Newport,2.3,Social,FALSE,TRUE,School-only lessons,N/A,1,4,Time,3.41,2,5,2,5,4,3,6,9,2,1,4,2
25/05/2015,Male,Anglesey,12.6,Leisure,FALSE,TRUE,Never attended lessons,Irregular,1,4,None,$4.23,2,1,2,3,5,3,3,9,3,3,2,2
06/03/2016,Female,Caerphilly,1.7,Fitness,FALSE,TRUE,Attended as a child,Irregular,1,4,None,5.98,7,1,5,2,5,2,3,5,7,4,1,3
18/08/1956,Male,Rhondda Cynon Taf,12.3,Water confidence,FALSE,TRUE,Attended as a child,N/A,3,4,Transport,5.91,5,2,5,5,4,5,3,5,1,3,2,2
04/11/2006,Prefer not to say,Pembrokeshire,,Social,FALSE,TRUE,Never attended lessons,N/A,3,5,Time,4.4,6,2,1,6,3,6,1,4,5,1,4,3
05/02/1990,Male,Blaenau Gwent,17.7,Fitness,FALSE,TRUE,School-only lessons,N/A,3,4,Cost,5.93,3,4,3,2,4,4,4,5,4,2,4,0
08/09/1975,Female,Newport,16.8,Leisure,FALSE,TRUE,School-only lessons,N/A,2,4,Confidence,6.29,1,0,0,2,1,2,4,4,2,2,5,0
22/07/1947,Female,Flintshire,4.4,Leisure,FALSE,FALSE,Never attended lessons,N/A,5,4,Cost,4.01,4,1,4,2,3,7,4,7,5,4,3,3
09/05/1964,Female,Gwynedd,11.3,Fitness,TRUE,TRUE,Never attended lessons,N/A,3,3,Transport,2.76,4,2,2,2,3,4,3,6,4,2,3,2
09/06/2001,Female,Cardiff,1,Water confidence,TRUE,TRUE,Never attended lessons,N/A,1,4,None,4.92,1,2,1,2,5,10,3,9,2,5,0,0
11/09/1993,Male,Powys,19.5,Leisure,FALSE,TRUE,School-only lessons,N/A,3,5,Cost,5.41,1,2,2,6,2,4,2,4,3,2,2,3
03/02/1985,Male,Denbighshire,9.7,Social,FALSE,TRUE,Never attended lessons,N/A,3,4,Confidence,5.62,0,3,4,2,4,2,2,2,2,1,1,0
23/11/1972,Male,Anglesey,1.3,Fitness,FALSE,TRUE,Attended as a child,N/A,3,5,Confidence,5.49,1,1,5,1,10,4,2,4,3,0,3,7
17/05/1969,Male,Bridgend,6.5,Leisure,FALSE,TRUE,Attended as a child,N/A,2,4,Cost,3.74,1,1,3,2,2,5,12,7,1,1,1,3
03/12/2015,Female,Torfaen,4.3,Fitness,FALSE,TRUE,Attended as a child,Weekly,2,5,Transport,£2.89,4,0,5,2,2,7,4,5,4,3,2,5
25/09/1996,Male,Newport,7.4,Competitive training,TRUE,TRUE,Never attended lessons,N/A,4,5,Confidence,0.72,0,0,2,4,3,8,6,5,3,4,2,1
06/03/1996,Male,Powys,14.1,Leisure,FALSE,TRUE,Attended as a child,N/A,5,4,Cost,4.61,1,1,3,5,4,8,4,1,1,4,3,1
24/06/2002,Female,Cardiff,8.7,Leisure,FALSE,TRUE,School-only lessons,N/A,3,3,None,5.71,2,0,3,3,10,2,3,4,2,1,4,0
04/12/1993,Female,Vale of Glamorgan,7.2,Fitness,FALSE,TRUE,School-only lessons,N/A,3,4,None,5.33,5,0,2,0,4,3,5,8,4,3,0,3
22/04/1995,Female,Blaenau Gwent,5.6,Fitness,FALSE,TRUE,Private lessons,N/A,3,5,Cost,4.01,1,4,3,5,3,5,3,3,4,1,4,0
24/03/1959,Prefer not to say,Newport,4.8,Fitness,FALSE,TRUE,Never attended lessons,N/A,4,3,Cost,5.04,0,3,2,4,2,7,8,3,3,1,2,1
05/03/1954,Male,Torfaen,4.8,Fitness,FALSE,TRUE,Attended as a child,N/A,3,2,Confidence,4.12,5,2,0,10,3,6,6,5,5,2,2,2
26/07/1962,Male,Caerphilly,16.6,Leisure,FALSE,TRUE,Attended as a child,N/A,5,4,Time,4.09,3,0,4,1,1,5,2,4,3,2,3,0
20/10/1975,Female,Carmarthenshire,2.9,Leisure,TRUE,TRUE,Attended as a child,N/A,3,5,Transport,3.66,1,2,4,3,6,6,7,7,4,4,3,1
29/08/2004,Female,Pembrokeshire,10.9,Leisure,TRUE,TRUE,School-only lessons,N/A,3,5,Cost,2.15,0,2,5,4,3,3,8,3,4,3,2,0
05/10/2019,Male,Ceredigion,6.5,Leisure,FALSE,TRUE,Attended as a child,Weekly,3,4,Confidence,2.6,3,2,2,5,3,4,3,1,5,5,2,3
08/04/1988,Female,Carmarthenshire,4.5,Fitness,FALSE,TRUE,Private lessons,N/A,5,3,None,2.09,6,4,2,3,2,2,1,5,2,1,2,1
23/07/1959,Male,Merthyr Tydfil,13.7,Fitness,FALSE,TRUE,School-only lessons,N/A,4,4,Transport,2.34,2,2,4,3,7,4,8,5,2,4,6,3
28/09/1974,Male,Gwynedd,8.5,Fitness,TRUE,TRUE,School-only lessons,N/A,1,3,Transport,0.15,1,2,4,5,2,5,8,5,4,5,1,0
10/11/2006,Female,Wrexham,9,Competitive training,TRUE,TRUE,Never attended lessons,N/A,3,3,None,5.21,0,1,7,4,3,4,1,3,3,5,5,2
03/09/1979,Female,Flintshire,10.9,Leisure,FALSE,TRUE,Attended as a child,N/A,3,5,Time,4.48,1,3,4,1,4,4,7,5,3,5,1,3
30/11/1993,Female,Pembrokeshire,9.1,Fitness,FALSE,TRUE,Attended as a child,N/A,3,5,Time,7.37,1,2,3,2,9,6,9,10,4,1,3,1
16/04/1977,Male,Flintshire,5.8,Fitness,FALSE,TRUE,Attended as a child,N/A,4,3,Confidence,2.03,1,1,0,0,5,4,6,6,6,1,6,2
30/04/2017,Female,Caerphilly,11.8,Social,FALSE,TRUE,Never attended lessons,Irregular,4,2,None,3.72,4,1,2,2,3,4,5,5,2,3,2,1
02/07/1986,Male,Torfaen,13.9,Rehabilitation,FALSE,TRUE,Attended as a child,N/A,4,4,Time,3.31,0,0,1,3,3,6,3,8,3,4,1,3
02/03/1999,Male,Pembrokeshire,1,Leisure,FALSE,TRUE,School-only lessons,N/A,5,4,None,0,0,0,1,1,5,8,3,3,3,1,3,2
24/05/1977,Female,Merthyr Tydfil,10.8,Leisure,FALSE,TRUE,Attended as a child,N/A,2,3,Time,5.73,2,1,1,2,5,6,8,4,1,1,2,2
08/01/1970,Female,Merthyr Tydfil,2.1,Fitness,FALSE,TRUE,Never attended lessons,N/A,4,4,Time,0,4,2,5,3,4,4,6,1,5,3,1,0
23/11/1963,Female,Neath Port Talbot,3.8,Water confidence,FALSE,TRUE,Attended as a child,N/A,4,3,Transport,7.14,1,0,2,3,2,3,7,2,7,4,2,4
29/04/1960,Female,Powys,10.9,Competitive training,TRUE,TRUE,Attended as a child,N/A,3,5,Transport,5.04,2,3,3,3,4,2,3,4,0,3,3,4
22/06/1991,Female,Conwy,15.7,Fitness,FALSE,TRUE,School-only lessons,N/A,4,5,Time,4.24,0,2,2,4,5,5,5,3,3,6,4,3
23/02/1990,Female,Carmarthenshire,15.9,Competitive training,TRUE,TRUE,Attended as a child,N/A,2,4,Transport,3.83,2,5,4,3,1,7,2,2,2,5,1,2
28/05/1956,Male,Gwynedd,1.7,Competitive training,TRUE,TRUE,Never attended lessons,N/A,4,4,Confidence,5.5,1,4,3,2,4,6,2,5,4,2,4,1
11/05/2005,Male,Conwy,7.8,Fitness,FALSE,TRUE,Never attended lessons,N/A,3,5,Cost,3.97,2,0,3,5,3,2,1,2,3,1,3,1
21/11/1998,Male,Rhondda Cynon Taf,11.3,Leisure,FALSE,TRUE,Private lessons,N/A,2,5,None,5.12,0,2,4,4,5,5,6,2,3,6,1,3
05/07/1969,Male,Gwynedd,3.1,Fitness,FALSE,TRUE,Attended as a child,N/A,3,3,Cost,0,1,2,2,3,3,5,6,7,3,2,3,2
03/03/1965,Female,Carmarthenshire,13.9,Fitness,FALSE,TRUE,Private lessons,N/A,3,3,None,2.79,4,2,3,5,4,6,7,4,2,5,2,1
19/03/1956,Female,Wrexham,14.6,Rehabilitation,FALSE,TRUE,Attended as a child,N/A,2,4,Confidence,4.12,0,1,3,3,6,3,5,5,2,1,1,1
04/12/1977,Male,Newport,16.3,Fitness,FALSE,TRUE,Attended as a child,N/A,1,3,Cost,5.02,1,4,2,9,3,4,4,6,7,3,1,5
28/11/1999,Male,Swansea,0.6,Competitive training,TRUE,TRUE,Attended as a child,N/A,3,4,Confidence,6.3,4,2,3,3,0,0,8,4,3,1,0,1
16/04/1991,Female,Powys,6.9,Water confidence,FALSE,TRUE,School-only lessons,N/A,3,4,Transport,2.54,1,3,5,3,9,3,1,2,3,1,1,2
21/05/1976,Male,Cardiff,15,Fitness,FALSE,TRUE,School-only lessons,N/A,4,4,Transport,5.68,1,3,3,7,7,2,3,1,3,2,3,2
27/10/2000,Female,Wrexham,15.1,Leisure,FALSE,TRUE,Attended as a child,N/A,5,4,Transport,3.92,1,2,2,2,3,2,5,3,3,5,4,3
10/07/1957,Female,Torfaen,17.5,Competitive training,TRUE,TRUE,Attended as a child,N/A,3,4,Cost,3.99,3,1,1,4,5,5,5,6,3,1,3,1
21/08/1996,Male,Pembrokeshire,1.5,Competitive training,TRUE,TRUE,Never attended lessons,N/A,4,5,None,4.59,2,2,2,3,3,2,5,7,3,2,2,0
04/09/2021,Female,Newport,,Competitive training,TRUE,TRUE,Attended as a child,Irregular,3,3,Cost,4.91,0,1,2,5,1,4,3,1,7,3,1,0
29/04/2006,Female,Torfaen,13,Fitness,FALSE,TRUE,Attended as a child,N/A,4,4,Time,2.96,6,5,1,4,4,5,9,3,3,3,3,3
11/02/1990,Male,Neath Port Talbot,1.1,Leisure,FALSE,TRUE,School-only lessons,N/A,2,2,Transport,4.18,1,1,1,7,4,7,7,2,2,7,3,3
25/03/2014,Female,Blaenau Gwent,10.6,Leisure,FALSE,TRUE,School-only lessons,No provision,3,2,Confidence,5.29,1,5,4,1,5,2,4,6,3,1,0,3
23/03/1980,Female,Torfaen,12.6,Water confidence,FALSE,TRUE,Attended as a child,N/A,3,4,Transport,4.04,0,1,1,4,3,3,4,4,2,2,0,1
09/02/1975,Male,Conwy,3.8,Fitness,FALSE,TRUE,Attended as a child,N/A,1,3,Time,4.07,2,3,0,7,4,3,3,4,4,2,2,3
06/02/1984,Female,Cardiff,5.3,Social,FALSE,TRUE,School-only lessons,N/A,4,2,Time,5.92,1,3,6,2,4,0,0,3,4,4,1,2
15/03/1981,Female,Gwynedd,11.7,Fitness,FALSE,TRUE,Private lessons,N/A,4,3,Time,5.38,3,3,3,5,4,7,5,2,6,4,1,1
14/02/1997,Female,Monmouthshire,8.7,Water confidence,FALSE,TRUE,Never attended lessons,N/A,3,4,Cost,3.94,2,0,4,3,6,3,4,3,3,7,0,2
03/11/1973,Female,Gwynedd,15.5,Leisure,FALSE,TRUE,Attended as a child,N/A,3,5,Time,4.48,2,1,3,2,33,2,5,3,1,5,2,1
09/08/1998,Female,Newport,6.5,Leisure,FALSE,TRUE,Attended as a child,N/A,4,3,Transport,5.58,2,3,6,6,8,5,5,5,0,1,6,2
25/06/1999,Female,Conwy,5.2,Leisure,FALSE,TRUE,Attended as a child,N/A,4,4,Cost,5.86,1,0,2,1,5,3,5,7,3,1,0,3
18/11/2010,Female,Wrexham,20.6,Fitness,FALSE,TRUE,Never attended lessons,Weekly,2,3,Transport,3.72,2,0,1,6,4,4,3,5,2,4,1,1
30/09/1963,Female,Cardiff,16.4,Fitness,FALSE,TRUE,Never attended lessons,N/A,3,4,Transport,4.29,3,4,3,6,3,1,2,4,6,9,2,4
28/01/2016,Female,Carmarthenshire,1,Fitness,FALSE,TRUE,Attended as a child,Termly,3,4,Confidence,5.85,3,4,7,6,5,4,7,4,3,4,2,3
02/06/1966,Female,Pembrokeshire,14,Fitness,TRUE,TRUE,Attended as a child,N/A,3,4,Time,0.22,3,4,4,8,2,6,4,5,7,5,2,2
11/08/1987,Female,Anglesey,2.4,Fitness,FALSE,TRUE,Never attended lessons,N/A,2,5,Transport,7.38,0,3,1,6,1,2,4,6,5,1,1,3
04/11/1978,Male,Rhondda Cynon Taf,2.6,Competitive training,TRUE,TRUE,Attended as a child,N/A,3,5,Transport,2.74,1,5,1,3,6,1,4,4,4,4,0,2
20/03/2003,Female,Wrexham,7.4,Leisure,FALSE,TRUE,Private lessons,N/A,4,2,Cost,6.12,3,1,1,1,2,5,5,2,3,2,2,2
12/01/1958,Female,Pembrokeshire,5.2,Fitness,FALSE,TRUE,School-only lessons,N/A,3,5,Time,4.17,3,2,2,2,5,5,5,5,3,2,5,2
09/01/2015,Male,Denbighshire,14.8,Social,FALSE,TRUE,Attended as a child,Termly,5,2,Confidence,3.95,1,2,0,1,8,6,3,7,1,3,3,1
23/08/2007,Female,Gwynedd,12.9,Leisure,FALSE,TRUE,Attended as a child,N/A,4,5,Transport,5.6,2,1,1,3,4,5,5,4,3,2,1,2
30/07/2009,Male,Denbighshire,17.7,Water confidence,FALSE,TRUE,School-only lessons,N/A,5,4,Time,4.37,2,2,2,2,4,5,2,7,3,3,2,1
01/12/1947,Male,Anglesey,13,Leisure,FALSE,TRUE,Attended as a child,N/A,2,4,Confidence,3.77,1,0,6,1,5,8,11,9,2,2,0,1
20/09/2008,Female,Blaenau Gwent,10.7,Fitness,FALSE,TRUE,Attended as a child,N/A,4,3,Confidence,0,3,1,5,1,5,0,2,4,3,3,0,5
